class,image,signatureSample0,signatureSample1,signatureSample2,signatureSample3,signatureSample4,signatureSample5,signatureSample6,signatureSample7,signatureSample8,signatureSample9,signatureSample10,signatureSample11,signatureSample12,signatureSample13,signatureSample14,signatureSample15,signatureSample16,signatureSample17,signatureSample18,signatureSample19,signatureSample20,signatureSample21,signatureSample22,signatureSample23,signatureSample24,signatureSample25,signatureSample26,signatureSample27,signatureSample28,signatureSample29,signatureSample30,signatureSample31,signatureSample32,signatureSample33,signatureSample34,signatureSample35,signatureSample36,signatureSample37,signatureSample38,signatureSample39,signatureSample40,signatureSample41,signatureSample42,signatureSample43,signatureSample44,signatureSample45,signatureSample46,signatureSample47,signatureSample48,signatureSample49,signatureSample50,signatureSample51,signatureSample52,signatureSample53,signatureSample54,signatureSample55,signatureSample56,signatureSample57,signatureSample58,signatureSample59,signatureSample60,signatureSample61,signatureSample62,signatureSample63,signatureSample64,signatureSample65,signatureSample66,signatureSample67,signatureSample68,signatureSample69,signatureSample70,signatureSample71,signatureSample72,signatureSample73,signatureSample74,signatureSample75,signatureSample76,signatureSample77,signatureSample78,signatureSample79,signatureSample80,signatureSample81,signatureSample82,signatureSample83,signatureSample84,signatureSample85,signatureSample86,signatureSample87,signatureSample88,signatureSample89,signatureSample90,signatureSample91,signatureSample92,signatureSample93,signatureSample94,signatureSample95,signatureSample96,signatureSample97,signatureSample98,signatureSample99
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c5i-2.PNG,42.6605,40.673,38.6868,36.7021,34.7191,32.7382,30.7598,28.9627,27.0039,25.0517,23.1076,21.1739,19.2538,16.4095,14.548,12.3175,10.4926,8.74469,7.13049,5.76352,3.91078,3.69708,3.70735,5.30271,6.79667,9.6155,11.6117,13.6091,15.5975,17.6454,19.7341,21.7212,23.8303,25.9608,28.1076,30.2674,32.4375,34.8707,38.6217,40.8376,43.3992,45.992,48.6111,49.4413,51.2254,53.0436,54.0281,55.9162,56.9914,58.1156,58.6952,57.5476,56.4475,55.3978,53.5288,52.5731,50.7773,49.0178,47.2986,45.6242,43.3992,40.8376,39.2698,35.8351,33.4122,31.2458,29.0899,26.9471,24.8208,22.7155,20.6378,18.6426,16.5973,14.5978,12.6103,9.73428,7.77058,6.18917,5.12151,3.9819,4.66686,5.235,6.40555,8.54137,10.1282,11.8409,13.632,15.8668,18.6332,20.5139,22.4153,24.3325,26.0269,27.9826,29.9441,31.9104,33.8807,35.8543,37.8306,39.8093
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c5n-2.PNG,56.3756,54.7273,52.8151,51.2278,49.6906,48.208,45.8808,44.5411,42.7816,41.5588,39.3317,38.2079,35.7823,33.5891,32.6969,31.2321,29.8295,27.8627,26.6587,24.709,22.812,20.9818,19.2376,17.3238,15.9362,14.7585,12.8514,11.3359,11.2407,10.8488,11.1822,12.1814,12.8863,14.6083,16.7404,18.0944,19.6106,21.2542,22.998,25.3292,27.2532,29.2216,30.4449,32.6304,33.9077,35.9474,38.0707,38.8612,40.3879,41.9544,43.8004,43.2469,41.5849,40.5524,39.6193,38.1143,35.9474,33.8385,32.497,30.4449,28.4205,26.4302,23.9561,22.1072,20.3363,18.6654,17.124,14.6421,13.6097,12.8863,11.6066,10.9256,10.9556,11.3359,12.8514,13.7589,14.9485,16.3587,19.2376,20.9818,21.9518,23.8753,25.8492,27.0892,29.8295,31.2321,32.6969,33.5891,35.7823,38.2079,39.3317,41.0442,42.7816,44.0841,45.4593,48.208,49.6906,51.2278,52.8151,54.4479
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c5ni-2.PNG,34.5669,33.5987,32.3856,31.4138,30.2123,29.2367,28.2628,27.0692,24.9138,23.9311,22.774,21.7866,20.6545,19.6624,18.6711,16.6916,15.5745,14.5797,13.5855,12.5923,11.5118,10.513,8.51601,7.51814,6.52092,5.52074,4.52532,3.5325,2.5453,1.56035,1.56035,2.10587,2.90425,3.7993,5.1372,6.03248,7.89879,8.85386,9.81788,10.7885,11.764,12.7433,13.7256,15.6968,16.685,17.6746,18.6652,19.6568,20.6492,21.6423,23.5464,22.5485,21.5507,20.5532,19.5559,18.559,17.5623,16.5661,14.5751,13.5807,12.5871,11.5946,10.6035,9.6143,8.62755,6.66594,5.69515,4.73653,3.7993,2.90425,1.57434,0.691774,1.57434,2.5453,3.5325,4.53017,5.52471,6.52092,7.51814,9.51433,10.6097,11.6003,12.7519,13.7335,14.7177,15.7038,17.8509,18.8323,19.8155,20.8003,21.9704,22.9499,23.9311,26.091,27.0692,28.2628,29.2367,30.2123,31.4138,32.3856
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c6-2.PNG,83.677,81.2315,78.647,75.5489,72.5391,69.629,66.8318,64.1621,60.8486,57.6397,55.3952,52.4824,50.1858,47.5857,45.2127,42.1363,38.3438,34.8572,30.7596,27.9452,24.569,22.7342,22.9809,20.6062,21.48,20.272,20.8347,22.2984,23.5112,25.3444,26.7643,29.5278,31.7786,34.3492,36.4467,39.4252,42.5716,45.3074,48.7314,52.2373,55.8097,59.4367,62.7306,66.4614,69.8966,72.7464,76.0058,79.6197,83.5062,86.9835,90.7224,89.1443,85.4534,81.5616,78.2013,74.6527,71.7951,68.3383,64.9592,61.2675,58.0456,54.473,50.9638,47.5323,44.1965,40.9798,38.5866,35.7332,33.0284,30.6086,28.5464,26.9241,24.8464,22.3207,21.4628,21.3797,22.0801,21.2428,22.7858,23.1606,25.537,27.9452,31.7526,34.8572,38.1813,41.8932,44.8972,48.1298,49.7412,51.9998,54.8653,57.8827,60.2339,63.5165,66.8922,69.6296,72.4844,74.7877,77.8647,81.0224
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c6c-2.PNG,14.3253,14.3253,14.3253,12.9393,12.9393,12.1122,12.1122,10.7199,10.7199,10.7199,9.33414,9.33414,7.95844,7.95844,7.11459,7.11459,7.11459,5.72957,5.72957,4.36331,4.36331,3.50987,3.50987,3.50987,2.12831,2.12831,1.34551,1.34551,0.14467,0.14467,0.14467,1.14089,1.14089,2.3478,2.3478,3.70441,3.70441,3.70441,4.58294,4.58294,5.93413,5.93413,6.49182,6.49182,6.49182,7.89647,7.89647,9.30402,9.30402,10.7133,10.7133,10.7133,11.4916,11.4916,10.0919,10.0919,8.69684,8.69684,8.69684,7.3092,7.3092,5.93413,5.93413,4.58294,4.58294,4.58294,3.28525,3.28525,2.3478,2.3478,1.14089,1.14089,1.14089,1.04456,1.04456,1.34551,1.34551,2.75679,2.75679,2.75679,3.50987,3.50987,4.36331,4.36331,5.72957,5.72957,5.72957,7.11459,7.11459,8.50922,8.50922,9.90941,9.90941,9.90941,10.7199,10.7199,12.1122,12.1122,13.5091,13.5091
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c6ci-2.PNG,18.4005,18.4005,17.2446,17.2446,16.1298,15.1348,15.1348,14.1404,14.1404,13.067,12.0641,12.0641,11.069,10.0704,10.0704,9.06692,9.06692,8.06832,7.07013,7.07013,6.2276,5.07588,5.07588,4.08086,4.08086,3.10401,2.12691,2.12691,1.18855,1.18855,0.549113,1.09106,1.09106,2.01973,2.99469,2.99469,3.98209,3.98209,4.97453,5.96949,5.96949,6.9659,7.9632,7.9632,8.96111,8.96111,9.95944,10.9581,10.9581,11.9569,13.0365,13.0365,11.9569,11.9569,10.9581,9.95479,9.95479,8.95594,8.95594,7.95739,6.95925,6.95925,5.96173,4.96522,4.96522,3.97045,3.97045,2.97919,1.99667,1.99667,1.04777,0.457094,0.457094,1.14893,1.14893,2.10503,3.10401,3.10401,4.08086,4.08086,5.07588,6.2276,6.2276,7.20376,8.18567,8.18567,9.06692,9.06692,10.0658,11.0649,11.0649,12.0641,13.067,13.067,14.1404,14.1404,15.0655,16.1298,16.1298,17.2446
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c6i-2.PNG,29.1021,28.3379,27.5887,26.856,25.4422,24.7267,23.3125,21.8983,20.4841,19.7914,18.3783,16.9654,16.3074,14.8994,14.1404,12.7285,11.3171,9.90649,8.49712,7.08968,5.6856,4.28819,3.80693,2.56032,1.58542,0.758985,1.63714,1.62436,2.94975,4.33169,5.1834,6.55211,7.13362,8.54114,9.95055,10.6288,12.043,13.4572,14.8714,15.5922,17.0053,18.4185,19.1625,20.5734,21.9847,22.7439,23.5211,24.926,25.715,26.5183,27.9157,28.727,27.9157,26.5183,25.715,24.926,23.5211,22.7439,21.3359,19.9289,19.1625,17.7521,17.0053,15.5922,14.1794,12.7669,12.043,10.6288,9.21463,7.80044,7.13362,5.7294,4.33169,2.94975,1.62436,0.758985,1.58542,2.90707,4.28819,5.6856,7.08968,8.49712,9.17044,9.90649,11.3171,12.7285,14.1404,15.5528,16.2414,16.9654,18.3783,19.7914,20.4841,21.8983,22.6148,24.0285,25.4422,26.1763,27.5887,28.3379
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c6n-2.PNG,98.6441,97.0915,94.7392,92.5108,89.452,85.5436,80.7737,77.1132,72.7331,69.4344,65.2442,61.1841,56.2565,52.2626,48.3425,44.4592,40.6232,36.8491,32.4523,28.9616,25.6591,22.6276,19.9907,17.9234,16.2332,14.1805,14.1308,15.1748,17.1134,19.6841,24.0776,26.7824,30.2637,33.4584,36.8379,40.0946,44.9535,47.5049,51.1787,55.0529,58.9014,62.8324,67.8534,71.9349,76.1455,80.4466,84.8244,89.2676,94.1922,98.0613,99.0286,95.1673,90.6272,86.8014,82.5587,78.2331,73.9925,69.8525,65.8243,60.8988,57.0449,53.1653,49.4774,46.9054,43.0061,38.7341,35.6901,32.4995,28.5061,26.2688,22.5485,19.1099,16.9291,14.525,16.1161,14.1805,16.2332,18.7156,20.6556,23.174,26.104,29.3223,32.4523,35.1024,38.8145,42.6022,46.447,50.3359,54.3241,59.2524,63.1757,67.294,71.5179,75.9744,80.4018,85.3154,89.189,92.2132,95.3514,96.7253
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c6ni-2.PNG,60.7301,58.7228,56.1534,53.3704,50.8845,48.9842,45.7523,43.0403,39.0034,38.1642,34.2535,31.6938,28.2253,25.7656,22.241,20.0464,17.0303,14.2901,12.6009,10.7218,9.77409,9.68025,10.0142,10.8553,11.2158,13.2419,15.0971,17.6487,19.6991,21.7942,23.3011,26.2773,27.9008,30.4202,33.02,34.789,37.4861,39.3086,42.0726,43.9324,46.4152,48.3149,50.8983,52.8261,55.4879,57.4357,59.9713,61.9396,64.7366,66.5745,69.3243,67.4427,65.5834,62.7604,60.9552,58.1998,56.2429,53.5439,51.8615,48.9764,47.0609,44.5243,42.6434,39.8437,37.9943,35.6827,33.9013,31.2788,28.1924,26.5114,24.0816,22.5381,19.6573,18.2881,15.6493,13.7232,12.4656,10.9916,9.86211,9.31048,9.08354,9.89619,11.6516,13.311,16.0315,19.0482,20.2637,23.589,26.0239,29.8069,32.0293,35.9316,37.6678,41.6901,43.5184,46.755,48.6602,51.9807,53.9424,57.3233
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c7-2.PNG,48.9567,47.1416,45.7959,44.0323,42.2897,40.5709,38.0442,36.3997,34.7925,33.2279,31.7123,29.5472,27.4456,25.367,23.3176,22.1198,19.6799,17.8752,17.1202,15.5989,14.2671,13.1824,11.6805,11.5178,11.0241,10.4218,10.2809,10.4607,10.4269,11.739,12.3732,14.1485,16.6105,17.8663,19.9571,22.0765,24.2168,26.5027,29.3132,30.8959,32.5247,34.741,36.4174,38.5017,40.2701,41.6315,43.8664,45.2965,47.7276,49.2892,51.193,49.6107,48.0803,45.2965,43.8664,42.0591,40.7365,38.9894,36.9597,35.309,33.1005,30.8959,29.3132,26.5027,24.2168,22.785,20.69,18.6277,16.6105,15.0323,13.2998,11.739,11.4241,10.4607,11.202,11.2429,11.7183,12.0187,12.0093,13.25,14.1894,15.3985,16.8193,18.4029,19.2117,21.5656,23.5128,24.724,26.7778,28.8587,31.6672,33.1245,34.6361,36.195,37.7955,39.7213,41.9471,43.6576,44.9116,46.2398
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c7c-1.PNG,28.5533,27.1553,26.354,25.5667,24.0397,23.303,22.5866,21.2227,20.5798,19.174,17.1722,16.6135,15.2356,14.2959,12.9803,12.6338,10.4269,9.21059,8.05919,6.09768,5.41269,5.04111,5.44462,6.14487,7.13329,8.12346,9.27934,10.4987,13.0558,13.4701,13.944,15.8601,17.2527,18.6487,20.6611,21.3042,21.9741,24.0825,24.7984,26.2121,27.6958,29.1062,29.8691,32.0511,32.2357,33.6341,35.2595,34.7003,33.8692,32.2357,31.4348,30.6456,28.4613,27.6958,26.2858,24.7984,24.0825,22.6683,21.3042,19.8936,18.4835,17.2527,15.8601,15.315,12.5825,12.1379,10.8265,9.27934,8.12346,7.06222,5.44462,4.52984,5.05256,5.41269,6.09768,7.00472,8.23566,9.47157,10.7515,13.3927,13.865,15.2356,16.3669,17.7696,18.402,19.8121,21.2227,21.8925,23.303,24.0397,24.1614,25.759,27.1553,27.9693,29.6317,30.478,31.3335,31.8558,31.0148,30.1835
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c7c-2.PNG,21.3449,21.3449,20.0833,18.8434,17.6297,16.6567,16.6567,15.687,14.485,13.3248,12.3364,11.3501,11.3501,10.2254,9.23022,8.2362,7.18111,6.26911,6.26911,5.18117,4.18123,3.18131,2.18147,1.18191,1.18191,0.187116,0.820429,1.81967,2.81945,3.96013,3.96013,4.9316,5.9126,6.81921,7.81919,8.81917,8.81917,9.81916,10.8192,11.8191,12.8191,13.8191,13.8191,14.8191,15.8191,16.8191,17.8445,18.8431,18.8431,19.8419,20.8408,19.8419,18.8431,18.8431,17.8191,16.8191,15.8191,14.8191,13.8191,13.8191,12.8191,11.8191,10.8696,9.87477,8.81917,8.81917,7.88892,6.89905,5.9126,4.9316,3.96013,3.96013,3.00741,2.09915,1.32979,1.06314,1.57866,1.57866,2.41952,3.34903,4.31021,5.28581,6.26911,6.26911,7.18111,8.2362,9.18108,10.2254,11.2214,11.2214,12.2181,13.3248,14.485,15.687,16.6567,16.6567,17.6297,18.8434,20.0833,21.0405
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c7ci-1.PNG,30.591,29.5952,28.5997,27.6045,25.6153,24.6214,23.6279,22.635,20.6513,19.6607,18.6711,17.6827,15.7102,14.7268,13.5806,12.5897,10.6129,9.62807,8.64676,7.67027,5.74164,4.79928,3.88584,3.02761,1.81652,1.83478,2.3309,3.61321,4.59586,5.58468,6.57688,8.53683,9.53647,10.5362,11.6003,13.5904,14.7056,15.5831,16.685,18.6687,19.8009,20.9674,21.7764,23.913,24.8978,25.8837,27.0467,29.0113,30.1863,31.1653,33.5617,32.3548,31.1653,30.4089,28.2326,27.0467,25.8837,25.0876,22.9296,21.9477,20.9674,19.8009,17.831,16.8487,15.6946,14.7056,12.595,11.6003,10.5362,9.61421,7.5373,6.5379,5.53873,4.53992,2.6436,1.70938,0.924828,1.64984,2.57979,3.54805,4.53012,6.70073,7.67027,8.64676,9.62807,11.6003,12.5897,13.5806,14.5728,16.56,17.5547,18.5499,19.5457,21.5383,22.635,23.6279,24.6214,26.6097,27.5227,28.5207
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c7ci-2.PNG,22.1464,21.2104,20.2144,19.2188,17.229,16.1523,15.1538,13.1573,12.1315,11.1621,9.13182,8.13199,7.13221,6.1325,4.13351,3.13449,2.13639,0.205979,0.884061,2.04984,3.87285,4.87218,5.87173,6.87142,9.12865,10.103,11.082,12.9217,14.0367,15.0255,17.0072,17.9996,18.9927,19.9866,21.9759,22.8989,23.8977,25.9595,26.9562,27.9531,29.9475,30.945,31.9426,32.89,34.8888,35.9345,36.9328,38.9295,39.8864,40.886,42.8699,41.8699,40.886,39.8864,37.9311,36.9328,35.9345,33.9383,32.89,31.9426,29.9475,28.8928,27.8937,26.8946,24.8966,23.8977,22.8989,20.981,19.9866,18.9927,17.0072,16.0158,15.0255,14.0367,11.9261,10.9312,9.93744,7.95452,6.87142,5.92945,3.87285,2.87399,2.04984,1.20943,1.40871,2.29027,3.24132,5.19884,6.18779,7.17981,9.13182,10.1652,11.1621,12.1595,14.2498,15.242,16.2351,18.1499,19.2188,20.2144
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c7i-2.PNG,34.7839,34.2133,32.8257,30.9052,30.3935,28.5547,27.2093,24.5417,23.2222,20.6208,20.2941,17.827,16.6365,15.6562,13.3815,12.3304,10.3613,9.3647,7.85152,7.39058,5.771,5.85481,4.99625,4.82747,5.09786,5.50727,6.05574,7.44014,8.22786,10.441,11.2852,13.0399,13.9421,15.7818,16.7155,18.3155,19.2821,21.2246,22.1997,23.1769,25.1367,26.1188,27.9329,28.9238,30.9074,31.9,33.8865,34.7851,36.7159,37.6798,37.7147,36.7159,35.7819,33.8865,32.8931,31.0468,30.0593,28.087,27.1023,25.1367,24.1559,22.1997,21.4736,20.5128,18.6035,17.6564,15.7818,14.8568,13.0399,12.1531,10.441,9.62663,8.12331,7.45965,6.4002,6.0515,5.85481,5.96616,6.26523,6.47587,7.18297,7.85152,8.52478,10.4875,11.3584,13.3815,14.3779,16.4744,17.6191,17.827,20.0121,21.2488,22.8452,24.1439,26.7765,27.2093,29.9065,30.3935,32.2825,33.6628
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c7n-2.PNG,88.8517,86.4239,82.9875,79.7691,75.6353,71.6702,68.8389,65.0466,61.3459,58.5507,54.618,51.1409,48.2348,44.3795,40.5522,37.7053,34.3262,30.6795,28.0078,24.5638,21.3148,18.3811,15.6463,13.5554,11.6317,11.4121,11.6413,12.5326,14.9113,17.549,20.0877,23.7655,27.4667,30.3968,34.3742,38.5428,41.902,46.1887,50.7283,53.4215,57.1671,60.3897,62.9846,66.407,69.948,71.3565,73.3833,76.395,78.1103,79.7299,80.7759,79.583,77.8963,76.1368,74.7608,71.8477,70.4064,66.8299,63.3672,60.3897,57.1671,52.4606,49.7557,45.2069,40.764,37.5475,33.3744,29.3978,26.4704,22.6142,19.1254,16.6203,13.526,11.1207,10.3016,10.3364,11.8979,13.1284,16.281,19.1345,21.5157,24.8995,28.4437,31.1743,34.884,38.6517,41.22,45.0793,48.9612,51.8845,55.6003,59.37,62.3345,65.9368,69.7668,72.6697,76.6505,80.8314,84.0805,86.5646
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c7ni-2.PNG,42.0758,41.2685,39.6802,38.9004,36.7218,35.2125,33.8003,32.3402,30.2183,29.5273,27.4429,26.1638,24.7605,22.7669,20.8227,19.4453,17.5889,15.831,14.5312,12.9772,11.6473,10.6525,9.62954,7.81538,7.18434,5.99725,5.50629,5.11242,5.87274,7.2692,8.56597,9.53997,11.5483,12.9575,14.3364,17.164,17.9003,19.4436,21.6427,23.0422,24.6694,26.8873,27.7263,28.9424,30.7132,32.0599,33.8448,35.2475,36.1691,37.6713,39.557,40.1978,38.2913,37.6713,35.7979,34.3303,33.4179,31.6088,29.8242,28.9424,27.2035,25.5028,24.6694,22.455,20.2453,19.4436,17.2541,15.0782,14.3364,12.214,10.1404,9.53997,7.65891,6.0255,4.87566,4.17371,4.58995,5.40833,6.8482,8.63398,9.59224,10.8055,13.2548,14.5312,16.2451,18.0735,18.5993,21.3744,23.3584,24.7605,26.0316,28.114,28.8041,30.9261,32.3881,33.8003,35.3132,37.4936,38.9004,40.4698
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c8-2.PNG,57.4838,55.4454,53.4228,51.4322,48.5253,46.53,44.6189,41.747,39.7636,37.7819,34.9777,33.0117,31.2661,28.3561,26.7183,24.8234,22.9463,20.1749,18.3673,16.6039,14.0778,11.8761,10.3621,8.47758,7.6289,7.2478,7.68288,7.73858,9.06732,10.0536,12.3329,13.9628,15.7422,18.6237,20.584,22.5956,25.8581,27.9911,30.3461,33.7408,35.9347,38.4277,41.9075,43.1849,45.7638,47.4504,50.512,53.1869,54.9915,57.3221,59.2034,59.2034,56.8269,54.9915,53.1869,50.0892,48.3705,45.7638,43.1849,39.3809,36.898,34.7074,31.3218,28.977,26.8478,23.6486,21.5839,19.6216,16.7327,14.9373,13.2765,10.9197,9.81741,9.13907,8.07415,7.2592,8.35685,8.91663,10.4408,11.7762,13.2796,15.7434,17.4792,19.2663,22.0158,23.8823,25.7689,27.6714,30.5485,32.2398,34.1917,36.9474,38.9201,40.7551,43.7319,45.6144,47.5276,50.4669,52.4319,54.4227
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c8c-2.PNG,22.7043,22.7043,21.4612,20.2405,19.0466,17.8849,16.8978,15.7681,14.9288,13.7828,12.7919,11.6931,10.6688,9.66905,8.66933,7.7623,6.77642,5.79539,4.82216,3.86263,3.46641,2.77176,2.31285,2.23963,2.58508,3.21703,4.00199,4.86648,5.77488,6.70939,7.66046,8.6226,9.59249,10.568,10.568,11.5477,12.393,13.3885,14.3847,15.3814,16.3784,17.3347,18.3346,19.3493,20.3345,21.3478,22.4046,23.3465,24.3987,25.486,24.3987,23.4015,22.4046,21.3478,20.3345,19.3493,18.3346,17.3347,16.3784,15.3348,14.3349,13.3351,12.3352,11.3982,10.4045,9.41204,8.42139,8.42139,7.43325,6.44876,5.46991,4.50036,3.54776,2.63057,1.80368,1.2596,1.38561,2.06234,2.93029,3.86263,4.82216,5.79539,6.67012,7.66967,8.66933,9.69851,10.6688,11.6931,12.7919,11.9945,12.7919,13.7828,14.9288,15.9123,17.0911,18.0676,19.2703,20.4999,21.752,23.0229
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c8ci-2.PNG,32.4176,31.0391,29.1588,27.3321,24.6595,22.026,21.1042,18.8721,16.6411,14.0704,11.8637,10.6429,8.38589,6.3883,4.42488,3.554,2.97901,3.69374,5.33038,7.29261,8.69882,9.48225,11.1535,13.3854,15.1544,17.3904,18.294,20.1285,21.9919,23.8774,25.7802,26.7369,28.6592,30.5914,32.3116,34.2714,35.0783,37.2191,39.0316,41.0116,42.9935,43.985,45.8573,47.9547,49.8384,49.8384,48.8428,46.8522,44.9769,42.9935,41.0116,40.0213,38.0424,36.0657,34.2714,32.3116,31.5607,29.3821,27.6967,25.7802,23.8774,22.9322,21.0571,18.8316,17.3904,15.1544,14.2623,12.527,10.3032,8.08624,6.54982,5.13561,3.98589,2.66797,2.88943,4.3929,5.41627,7.50231,9.47616,11.8637,14.0704,15.3444,17.5694,19.7968,22.4246,24.2085,25.096,27.7985,30.5239,32.4176,33.5311,34.1182,35.3481,36.6459,38.0048,38.0048,37.3181,35.989,34.7242,33.5311
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c8i-1.PNG,45.0893,44.3565,43.0091,40.9453,38.9006,38.2806,36.2786,35.1344,33.2139,30.4689,29.9749,27.2706,24.5943,22.8827,21.5919,20.0237,17.8325,15.4657,13.2807,12.2871,10.3933,9.01172,8.39056,7.67163,7.34176,7.67783,8.60213,9.9521,10.2712,11.1535,13.0939,14.365,15.0601,16.5442,17.5634,19.2712,21.0305,21.9257,23.3559,24.905,26.5522,27.5222,29.4682,31.2272,33.0439,34.9094,35.8186,37.8137,39.7303,41.7284,43.7936,43.7495,41.7284,39.7573,37.8137,36.8161,34.9094,33.0439,31.2272,29.4682,28.7414,26.8172,25.227,23.3559,22.8295,21.0305,19.2712,18.1278,16.5442,15.7879,14.365,13.0939,12.0227,11.5798,10.9173,9.59894,8.66556,8.2489,7.83895,8.39056,9.01172,10.5907,11.3828,13.2861,15.3405,17.6108,20.0237,21.2686,23.8152,25.5034,27.2706,28.6198,31.3353,33.2139,35.1344,37.0903,37.6768,38.9006,40.9453,43.0091
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c8i-2.PNG,34.5797,33.2947,32.0206,31.0753,28.5524,27.3134,26.351,25.3915,23.1918,22.2309,20.9999,20.0337,17.8461,16.6513,15.6722,14.5052,12.5341,11.3969,10.4038,9.32864,7.32982,6.33069,5.37228,4.38324,2.88927,2.16777,1.74659,2.3986,3.81275,4.57038,5.40738,7.64035,8.52797,9.43809,10.3648,12.2528,13.2092,14.4661,15.4149,17.3298,18.294,19.262,20.233,22.1828,23.1609,24.1408,25.1223,27.0894,28.0746,28.9155,30.9,29.9075,28.9155,27.9241,26.1052,25.1223,24.1408,22.9782,21.007,20.0235,19.0418,18.0621,16.1102,15.1389,14.1716,13.2092,11.304,10.0497,9.09094,8.1421,6.29215,4.9807,4.0566,3.81275,0.984633,0.786228,1.50559,3.4006,4.33363,5.33188,6.33069,8.32916,9.41229,10.4038,11.3969,13.723,14.6959,15.9118,16.877,19.0709,20.0337,21.2736,22.534,24.4352,25.3915,26.6447,27.5969,29.807,31.0753,32.3557
circle,C:/Users/Jonna/Desktop/ups/vision/Practica_3/Preparacion_dataset/assets\circle\c8n-1.PNG,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind)
